"Abrangência";"Partido";"Sexo";"Faixa Etária";"Eleitores";"%";
"Brasil";"PMB";"MASCULINO";"35 a 44 anos";"4.752";"0,028"
"Brasil";"PMB";"MASCULINO";"45 a 59 anos";"5.427";"0,032"
"Brasil";"PMB";"MASCULINO";"60 a 69 anos";"1.732";"0,010"
"Brasil";"PMB";"MASCULINO";"70 a 79 anos";"497";"0,003"
"Brasil";"PMB";"MASCULINO";"Superior a 79 anos";"105";"0,001"
"Brasil";"PMB";"NÃO INFORMADO";"45 a 59 anos";"10";"0,000"
"Brasil";"PMB";"NÃO INFORMADO";"60 a 69 anos";"1";"0,000"
"Brasil";"PMB";"NÃO INFORMADO";"70 a 79 anos";"5";"0,000"
"Brasil";"PMN";"FEMININO";"17 anos";"18";"0,000"
"Brasil";"PMN";"FEMININO";"18 a 20 anos";"378";"0,002"
"Brasil";"PMN";"FEMININO";"21 a 24 anos";"1.695";"0,010"
"Brasil";"PMN";"FEMININO";"25 a 34 anos";"10.876";"0,065"
"Brasil";"PMN";"FEMININO";"35 a 44 anos";"19.229";"0,114"
"Brasil";"PMN";"FEMININO";"45 a 59 anos";"39.667";"0,236"
"Brasil";"PMN";"FEMININO";"60 a 69 anos";"16.549";"0,099"
"Brasil";"PMN";"FEMININO";"70 a 79 anos";"7.936";"0,047"
"Brasil";"PMN";"FEMININO";"Inválida";"2";"0,000"
"Brasil";"PMN";"FEMININO";"Superior a 79 anos";"3.747";"0,022"
"Brasil";"PMN";"MASCULINO";"17 anos";"4";"0,000"
"Brasil";"PMN";"MASCULINO";"18 a 20 anos";"445";"0,003"
"Brasil";"PMN";"MASCULINO";"21 a 24 anos";"1.908";"0,011"
"Brasil";"PMN";"MASCULINO";"25 a 34 anos";"12.914";"0,077"
"Brasil";"PMN";"MASCULINO";"35 a 44 anos";"24.971";"0,149"
"Brasil";"PMN";"MASCULINO";"45 a 59 anos";"48.510";"0,289"
"Brasil";"PMN";"MASCULINO";"60 a 69 anos";"19.342";"0,115"
"Brasil";"PMN";"MASCULINO";"70 a 79 anos";"8.460";"0,050"
"Brasil";"PMN";"MASCULINO";"Inválida";"8";"0,000"
"Brasil";"PMN";"MASCULINO";"Superior a 79 anos";"4.167";"0,025"
"Brasil";"PMN";"NÃO INFORMADO";"35 a 44 anos";"1";"0,000"
"Brasil";"PMN";"NÃO INFORMADO";"45 a 59 anos";"66";"0,000"
"Brasil";"PMN";"NÃO INFORMADO";"60 a 69 anos";"63";"0,000"
"Brasil";"PMN";"NÃO INFORMADO";"70 a 79 anos";"49";"0,000"
"Brasil";"PMN";"NÃO INFORMADO";"Superior a 79 anos";"26";"0,000"
"Brasil";"PMN";"Não informado (nulo)";"Não informada";"152";"0,001"
"Brasil";"PODE";"FEMININO";"16 anos";"3";"0,000"
"Brasil";"PODE";"FEMININO";"17 anos";"17";"0,000"
"Brasil";"PODE";"FEMININO";"18 a 20 anos";"540";"0,003"
"Brasil";"PODE";"FEMININO";"21 a 24 anos";"2.162";"0,013"
"Brasil";"PODE";"FEMININO";"25 a 34 anos";"13.054";"0,078"
"Brasil";"PODE";"FEMININO";"35 a 44 anos";"19.723";"0,117"
"Brasil";"PODE";"FEMININO";"45 a 59 anos";"22.575";"0,134"
"Brasil";"PODE";"FEMININO";"60 a 69 anos";"8.204";"0,049"
"Brasil";"PODE";"FEMININO";"70 a 79 anos";"3.552";"0,021"
"Brasil";"PODE";"FEMININO";"Inválida";"1";"0,000"
"Brasil";"PODE";"FEMININO";"Superior a 79 anos";"1.432";"0,009"
"Brasil";"PODE";"MASCULINO";"16 anos";"2";"0,000"
"Brasil";"PODE";"MASCULINO";"17 anos";"12";"0,000"
"Brasil";"PODE";"MASCULINO";"18 a 20 anos";"605";"0,004"
"Brasil";"PODE";"MASCULINO";"21 a 24 anos";"2.558";"0,015"
"Brasil";"PODE";"MASCULINO";"25 a 34 anos";"16.201";"0,096"
"Brasil";"PODE";"MASCULINO";"35 a 44 anos";"26.114";"0,155"
"Brasil";"PODE";"MASCULINO";"45 a 59 anos";"31.467";"0,187"
"Brasil";"PODE";"MASCULINO";"60 a 69 anos";"11.666";"0,069"
"Brasil";"PODE";"MASCULINO";"70 a 79 anos";"4.781";"0,028"
"Brasil";"PODE";"MASCULINO";"Superior a 79 anos";"1.917";"0,011"
"Brasil";"PODE";"NÃO INFORMADO";"45 a 59 anos";"40";"0,000"
"Brasil";"PODE";"NÃO INFORMADO";"60 a 69 anos";"31";"0,000"
"Brasil";"PODE";"NÃO INFORMADO";"70 a 79 anos";"17";"0,000"
"Brasil";"PODE";"NÃO INFORMADO";"Superior a 79 anos";"7";"0,000"
"Brasil";"PODE";"Não informado (nulo)";"Não informada";"360";"0,002"
"Brasil";"PP";"FEMININO";"16 anos";"11";"0,000"
"Brasil";"PP";"FEMININO";"17 anos";"44";"0,000"
